party,date,climate
152321,201005,0.025
152031,201405,0.0286144578313253
152622,200205,0.0402592971682019
152622,200605,0.0464428002276607
152981,201805,0.0354166666666666
152621,201005,0.0
152621,201405,0.0309734513274336
152421,200205,0.0175438596491228
152421,200605,0.0
152421,201005,0.0
152021,201805,0.0753880266075388
152623,201405,0.0382882882882882
152062,201805,0.0089686098654708
152111,201405,0.0
152111,201005,0.0419580419580419
152311,200205,0.0
152331,200605,0.0
152041,201405,0.0524079320113314
152422,201005,0.0217391304347826
152952,201005,0.0336134453781512
152612,200205,0.0294117647058823
153322,201402,0.0681198910081744
153322,201802,0.0350661334973854
153331,200202,0.0227272727272727
153331,200602,0.0669406928948913
153331,201002,0.0455940377027619
153331,201402,0.0368
153420,200202,0.0115606936416184
153420,200602,0.0124688279301745
153420,201002,0.0260303687635574
153420,201402,0.0505520046484602
153620,201802,0.0101010101010101
153321,199002,0.0442427680090754
153321,199402,0.003610108303249
153321,199802,0.013029315960912
153321,200202,0.0239554317548746
153321,200602,0.0368932038834951
153321,201002,0.0588928150765606
153321,201402,0.0684210526315789
153321,201802,0.0626702997275204
153522,201802,0.0130378096479791
153523,201802,0.0702247191011236
153521,199002,0.0280012874155133
153521,199402,0.0318411097099621
153521,199802,0.0292307692307692
153521,200202,0.0387840670859538
153521,200602,0.0254065040650406
153521,201002,0.07125
153521,201402,0.059380378657487
153521,201802,0.062645011600928
81460,201511,0.0625
81460,201609,0.0426098535286285
81460,202007,0.031413612565445
81043,201609,0.0085106382978723
81041,200711,0.0287277701778385
81042,200311,0.0229729729729729
81021,200001,0.0182370820668693
81032,201511,0.0673076923076923
81952,200711,0.0054945054945054
81952,201112,0.0295652173913043
81952,201511,0.0
81711,200311,0.0128
81711,200711,0.046984572230014
81711,201112,0.0516717325227963
81711,201609,0.0593719332679097
81711,202007,0.0508548882069267
81230,201112,0.032
81957,200311,0.0058823529411764
81713,200001,0.0231213872832369
81713,200311,0.0
81810,200001,0.0
81810,200311,0.016359918200409
81810,201112,0.0736196319018405
81712,200001,0.0615384615384615
81712,200311,0.0109289617486338
81712,200711,0.1015384615384615
81712,202007,0.0430379746835443
81091,201609,0.0350877192982456
81960,201511,0.0304147465437788
81440,201112,0.0
81953,200001,0.0
81953,200711,0.0518134715025906
81032,201112,0.0229555236728837
81411,200001,0.0
81411,200311,0.0230263157894736
81961,201511,0.0
81714,202007,0.0813559322033898
81310,202007,0.0640569395017793
81091,201511,0.0
81044,202007,0.0269461077844311
81061,201511,0.0541176470588235
81450,201511,0.0884718498659517
81450,202007,0.1470588235294117
81032,201609,0.0740524781341107
81032,202007,0.0285326086956521
81220,200311,0.028735632183908
81220,200711,0.0192307692307692
81240,202007,0.0660569105691056
81245,202007,0.0629514963880289
55340,201605,0.05078125
55711,200605,0.0112945264986967
55711,201105,0.0
55711,201605,0.0094637223974763
55422,200605,0.0
55422,201105,0.0804020100502512
55422,201605,0.0923076923076923
55110,200605,0.078005115089514
55110,201105,0.0845070422535211
55430,200605,0.0361544782251437
55430,201105,0.0304347826086956
55110,201605,0.25
55720,201605,0.0204081632653061
55321,200605,0.0192483959670027
55321,201105,0.0402684563758389
55321,201605,0.0092592592592592
55322,200605,0.0221169036334913
55322,201105,0.0165289256198347
55322,201605,0.0
55610,201605,0.0136054421768707
82430,201310,0.0405405405405405
82430,201710,0.0240213523131672
82710,200206,0.0116731517509727
82523,200606,0.019094766619519
82523,201005,0.0388059701492537
82523,201310,0.0857908847184986
82523,201710,0.0324324324324324
82413,200606,0.0221378874130297
82413,201005,0.0542071197411003
82413,201310,0.0391872278664731
82413,201710,0.0417827298050139
82220,200606,0.0293040293040293
82220,201005,0.0248226950354609
82220,201310,0.0366300366300366
82220,201710,0.039787798408488
82953,201710,0.0317460317460317
82320,200206,0.0099667774086378
82320,200606,0.0230905861456483
82320,201005,0.044529262086514
82320,201310,0.0727272727272727
82320,201710,0.0278260869565217
82721,201710,0.0707070707070707
82110,200606,0.1277868406742795
82110,201005,0.0596308566019876
82110,201310,0.0953436807095343
82610,201710,0.052734375
82952,201005,0.0265282583621684
82720,201310,0.0426229508196721
82530,201005,0.0691114245416079
82530,201310,0.0174050632911392
82530,201710,0.0444033302497687
13110,201506,0.0609756097560975
13110,201906,0.0447976878612716
13330,199012,0.0
13330,199409,0.0178571428571428
13330,199803,0.0182648401826484
13330,200502,0.0
13520,200502,0.0036630036630036
13520,199409,0.0229885057471264
13520,199803,0.0113636363636363
13520,200111,0.0922222222222222
13620,199012,0.0
13620,199409,0.0
13620,199803,0.016
13620,200111,0.0259740259740259
13620,200502,0.0
13620,200711,0.0629921259842519
13620,201109,0.0
13620,201506,0.0
13620,201906,0.055045871559633
13720,199803,0.0
13720,200111,0.0191713048855906
13720,200502,0.0
13720,200711,0.0192307692307692
13720,201109,0.0105540897097625
13720,201506,0.0
13720,201906,0.0105263157894736
13410,199409,0.0
13410,199803,0.0056179775280898
13410,200111,0.0
13410,200502,0.0114942528735632
13410,200711,0.0784313725490196
13410,201109,0.0205479452054794
13410,201506,0.0625
13410,201906,0.0951612903225806
13001,201109,0.0212765957446808
13001,201506,0.0277777777777777
13001,201906,0.072463768115942
13420,199012,0.0076335877862595
13420,199409,0.027027027027027
13420,199803,0.027027027027027
13420,200111,0.0333333333333333
13420,200502,0.0181818181818181
13420,200711,0.1783439490445859
13420,201109,0.00836820083682
13420,201506,0.0
13420,201906,0.056338028169014
13001,200711,0.1132075471698113
13951,199012,0.0
13951,199409,0.0235690235690235
13951,199803,0.0
13229,199409,0.036144578313253
13229,199803,0.0232558139534883
13229,200502,0.0368852459016393
13229,200711,0.159375
13229,201109,0.1119005328596802
13229,201506,0.036036036036036
13229,201906,0.0798611111111111
13320,199012,0.0138888888888888
13320,199409,0.0141509433962264
13320,199803,0.0049261083743842
13320,200111,0.0163934426229508
13320,200502,0.0193548387096774
13320,200711,0.0743801652892562
13320,201109,0.0459770114942528
13320,201506,0.0245614035087719
13320,201906,0.0828877005347593
13230,199012,0.1032608695652173
13230,199409,0.0404463040446304
13230,199803,0.0358306188925081
13230,200111,0.0217391304347826
13230,200502,0.0415879017013232
13230,200711,0.1388888888888889
13230,201109,0.056701030927835
13230,201506,0.1111111111111111
13230,201906,0.0843949044585987
13730,201906,0.0350076103500761
168331,199605,0.0450289790459206
168331,200005,0.0346456692913385
168331,200405,0.0335264900662251
168331,200805,0.060197197716658
168331,201205,0.0536193029490616
168331,201605,0.041046995835812
168321,201205,0.0608108108108108
168322,201605,0.0541353383458646
154712,201302,0.0073529411764705
154712,201702,0.0057471264367816
154321,200210,0.0298507462686567
154031,200610,0.0326797385620915
154951,200610,0.1428571428571428
154711,200210,0.010204081632653
154711,200610,0.0721500721500721
154711,200904,0.0397727272727272
154952,200610,0.1041666666666666
154952,200904,0.0287769784172661
154952,201702,0.0294117647058823
154021,201302,0.0447504302925989
154322,200610,0.0608187134502924
154322,200904,0.0409181636726546
154322,201302,0.0522875816993464
154322,201702,0.0515643105446118
154521,199605,0.0147783251231527
154521,200210,0.0987261146496815
154521,200610,0.1435643564356435
154521,201702,0.0331950207468879
83720,201503,0.0489977728285077
83720,201903,0.0632530120481927
83411,199903,0.0342205323193916
83411,200703,0.0635294117647058
83411,201103,0.0460251046025104
83411,201503,0.0559646539027982
83411,201903,0.0519337016574585
83110,200703,0.1784037558685446
83110,201103,0.1043478260869565
83612,200703,0.0733333333333333
83612,201103,0.0390625
83430,200703,0.0438311688311688
83430,201103,0.0829220138203356
83430,201503,0.0503978779840848
83430,201903,0.0531073446327683
83440,201503,0.0672823218997361
83611,201903,0.0597701149425287
83611,200703,0.0521739130434782
83611,201103,0.0663811563169164
83611,201503,0.0613207547169811
83410,200703,0.074438202247191
83410,201103,0.1059390048154093
83410,201503,0.0829875518672199
83410,201903,0.0637931034482758
14520,200303,0.04
14520,200703,0.0935251798561151
14520,201104,0.0559757942511346
14520,201504,0.0604490500863557
14520,201904,0.0951492537313432
14810,199103,0.0491803278688524
14810,199503,0.1666666666666666
14810,199903,0.02
14810,200303,0.0336134453781512
14810,200703,0.1141732283464567
14810,201104,0.033271719038817
14810,201504,0.0829493087557603
14810,201904,0.0739957716701902
14520,199103,0.0310077519379844
14520,199503,0.0434782608695652
14320,199103,0.0253164556962025
14320,199503,0.0
14320,199903,0.0
14320,200303,0.0145631067961165
14320,200703,0.0538461538461538
14320,201104,0.0916808149405772
14320,201504,0.0497737556561085
14320,201904,0.1097046413502109
14110,199103,0.1274509803921568
14110,199503,0.1492537313432835
14110,199903,0.1737089201877934
14110,200303,0.0959752321981424
14110,200703,0.1681681681681681
14110,201104,0.1134521880064829
14110,201504,0.1596958174904943
14110,201904,0.1239436619718309
14223,199103,0.0454545454545454
14223,199503,0.0303030303030303
14223,200303,0.0333333333333333
14223,200703,0.0961038961038961
14223,201104,0.0489130434782608
14223,201504,0.0699815837937384
14223,201904,0.110912343470483
14440,201904,0.1538461538461538
14620,199103,0.0277777777777777
14620,199503,0.0354609929078014
14620,199903,0.0651515151515151
14620,200303,0.0372670807453416
14620,200703,0.0722222222222222
14620,201104,0.0308056872037914
14620,201504,0.0898550724637681
14620,201904,0.0991735537190082
14901,199103,0.0508474576271186
14901,199503,0.021505376344086
14901,199903,0.0087719298245614
14901,200303,0.0830324909747292
14901,201504,0.0666666666666666
14901,201904,0.0584551148225469
14820,200303,0.0470588235294117
14820,200703,0.0445969125214408
14820,201104,0.074354127284184
14820,201504,0.0570299265951439
14820,201904,0.1189591078066914
14430,199503,0.0
14901,200703,0.0476190476190476
14901,201104,0.0238095238095238
31631,201206,0.0449438202247191
31624,199303,0.0
31624,199705,0.0
31624,200206,0.0246768507638072
31624,200706,0.0278450363196125
31624,201206,0.0541125541125541
31624,201706,0.0508849557522123
31111,199705,0.0163043478260869
31110,199303,0.056910569105691
31110,199705,0.0851063829787234
31110,200206,0.0803571428571428
31110,200706,0.0789679437060203
31110,201206,0.0717522658610271
31110,201706,0.1181818181818181
31220,199303,0.0289389067524115
31220,199705,0.0303030303030303
31220,200206,0.0240963855421686
31220,200706,0.0319488817891373
31220,201706,0.0571428571428571
31240,201706,0.0620689655172413
31021,201206,0.0494437577255871
31230,201206,0.0402414486921529
31230,201706,0.0391061452513966
31720,199705,0.021505376344086
31720,200206,0.031959629941127
31720,200706,0.0250746268656716
31720,201206,0.0433436532507739
31720,201706,0.0378151260504201
31630,201206,0.0501750291715285
31421,201206,0.067251461988304
31625,199303,0.0146484375
31625,199705,0.0
31626,200206,0.1
31425,201706,0.0194444444444444
31320,199303,0.0150375939849624
31320,199705,0.0075471698113207
31320,200206,0.0054945054945054
31320,200706,0.0349544072948328
31320,201206,0.0553191489361702
31320,201706,0.0921052631578947
31626,200706,0.0439210693825588
31626,201706,0.0311284046692607
31626,201206,0.0226843100189035
31430,201706,0.0311284046692607
41113,199410,0.0676779463243874
41113,199809,0.0660869565217391
41113,200209,0.0745486313337216
41113,200509,0.0739018087855297
41113,200909,0.1109007303218826
41113,201309,0.104007123775601
41113,201709,0.1002597402597402
41113,202109,0.1281075596144089
41953,201309,0.0789473684210526
41953,201709,0.0483383685800604
41953,202109,0.0681570338058887
41521,199012,0.0481012658227848
41521,199410,0.0387779083431257
41521,199809,0.0253378378378378
41521,200209,0.0395894428152492
41521,200509,0.0436835891381345
41521,200909,0.0784898161947342
41521,201309,0.0566746329805394
41521,201709,0.0575485799701046
41521,202109,0.0902679830747531
41420,199012,0.0517821116341627
41420,199410,0.0448227936066712
41420,199809,0.0399295361127422
41420,200209,0.0327552986512524
41420,200509,0.0422535211267605
41420,200909,0.0806941431670281
41420,201309,0.065050038491147
41420,201709,0.0516160154365653
41420,202109,0.0779735682819383
41221,199809,0.0291164658634538
41221,200209,0.0238907849829351
41952,201309,0.048169556840077
41320,199012,0.1359649122807017
41320,199410,0.0784530386740331
41320,199809,0.0293072824156305
41320,200209,0.0281524926686217
41320,200509,0.0451127819548872
41320,200909,0.0663677130044843
41320,201309,0.0637137989778535
41320,201709,0.051704327843738
41320,202109,0.0906963136337039
41912,202109,0.0830985915492957
41223,200909,0.074051776038531
41223,201309,0.0606902023006743
41223,201709,0.0533980582524271
41223,202109,0.0921052631578947
41222,200509,0.0375203915171288
34020,200403,0.0064935064935064
34020,200709,0.0166666666666666
34020,200910,0.0
34020,201205,0.0213143872113676
34212,201501,0.0377358490566037
34212,201509,0.0381944444444444
34212,201907,0.0469483568075117
34212,201206,0.048454469507101
34210,200403,0.0
34210,200709,0.0071428571428571
34210,200910,0.0
34210,201205,0.0108695652173913
34210,201206,0.0118343195266272
34210,201501,0.0
34210,201509,0.008695652173913
34210,201907,0.0042553191489361
34213,201205,0.0346715328467153
34213,201206,0.0346715328467153
34215,201907,0.0556492411467116
34720,201205,0.0051546391752577
34720,201206,0.0051546391752577
34720,201501,0.1025641025641025
34720,201907,0.0502283105022831
34711,201907,0.0498951781970649
34730,201205,0.0259740259740259
34730,201206,0.0259740259740259
34730,201501,0.0
34315,201907,0.0181818181818181
34511,200403,0.0082174462705436
34511,200709,0.0114777618364418
34511,200910,0.0795724465558194
34511,201205,0.0327868852459016
34511,201206,0.0327868852459016
34511,201501,0.0342857142857142
34511,201509,0.0081466395112016
34511,201907,0.0411764705882352
34313,200403,0.0502426491578646
34313,200709,0.0506276150627615
34313,200910,0.0518465909090909
34313,201205,0.0352112676056338
34313,201206,0.0
34313,201501,0.0385906040268456
34313,201509,0.0485436893203883
34710,200709,0.0341207349081364
34710,201205,0.0363372093023255
34214,201509,0.0213675213675213
34211,199609,0.0067567567567567
34340,201501,0.0235017626321974
34410,201509,0.009946949602122
86421,201804,0.0112359550561797
86421,200604,0.0330123796423658
86421,201004,0.0130111524163568
86421,201404,0.0059523809523809
86422,200204,0.0126201923076923
86522,199805,0.0298627925746569
86221,201404,0.0328218243819266
86221,201804,0.0315832649712879
86111,201804,0.0529172320217096
86521,200604,0.0294438386041439
86320,199405,0.0169172932330827
86320,201004,0.0227272727272727
86220,200204,0.0
86220,200604,0.0059970014992503
86220,201004,0.0503311258278145
86220,201404,0.0129870129870129
86220,201804,0.0260736196319018
86810,200204,0.0060240963855421
86710,201004,0.0319426336375488
86710,201404,0.0488353085410706
86710,201804,0.0207948243992606
86110,201004,0.0686065767683936
86110,201404,0.0835245525470399
86110,201804,0.059001512859304
86340,201404,0.0188335358444714
86340,201804,0.0259740259740259
53240,201602,0.0669456066945606
53221,199211,0.0144404332129963
53221,199706,0.0268456375838926
53520,199211,0.0
53520,199706,0.0268317853457172
53520,200205,0.0265060240963855
53520,200705,0.0522979397781299
53520,201102,0.0652567975830815
53520,201602,0.0430561418319966
53520,202002,0.0588999566912083
53110,199211,0.0797872340425532
53110,199706,0.05
53110,200205,0.0619307832422586
53110,200705,0.0495283018867924
53110,201102,0.0795795795795795
53110,201602,0.1118508655126498
53110,202002,0.1644908616187989
53981,201602,0.0
53320,199211,0.0118421052631578
53320,199706,0.0194850382741823
53320,200205,0.0220768601798855
53320,200705,0.055817610062893
53320,201102,0.0541516245487364
53320,201602,0.0414912808177991
53320,202002,0.0632183908045977
53231,201602,0.0710227272727272
53231,202002,0.059612518628912
53420,199211,0.0063694267515923
53420,199706,0.0177133655394524
53420,200705,0.0513282305267897
53321,201602,0.0555555555555555
53321,202002,0.0378197997775305
53230,201102,0.0142857142857142
53620,199211,0.0173410404624277
53620,199706,0.0387972841901066
53620,200205,0.0192043895747599
53620,200705,0.0487117552334943
53620,201102,0.0279720279720279
53620,201602,0.0264631043256997
53620,202002,0.0452328159645232
53952,202002,0.0330851943755169
53021,201102,0.0294117647058823
53951,200205,0.0181623931623931
53951,200705,0.0460878885316184
53951,201102,0.0323076923076923
53951,201602,0.0357142857142857
53951,202002,0.0511247443762781
53250,201602,0.0317460317460317
72450,201503,0.0193298969072164
72041,201904,0.0123329907502569
72041,201909,0.0123329907502569
72041,202003,0.0123329907502569
72041,202103,0.0144927536231884
72413,200301,0.0
72430,200603,0.0157232704402515
72430,200902,0.0208333333333333
72625,200603,0.0
72625,200902,0.0059171597633136
72625,201503,0.0
72625,201909,0.0
72625,202003,0.0
72625,202103,0.0276243093922651
72323,200902,0.0187667560321715
72323,201301,0.031858407079646
72323,202103,0.0184049079754601
72323,200301,0.0028653295128939
72323,200603,0.0
72091,201503,0.0
72091,202003,0.0253164556962025
72031,202003,0.0
72326,200301,0.0203174603174603
72624,200301,0.0079365079365079
72710,202103,0.0056899004267425
72072,201909,0.0
72072,202003,0.0
72072,202103,0.0397553516819571
72533,200301,0.0
72533,200603,0.0
72533,200902,0.0
72533,201503,0.0
72622,200301,0.0
72622,200603,0.0254924681344148
72622,200902,0.0099667774086378
72622,201503,0.027027027027027
72701,201301,0.0294117647058823
72701,201503,0.0309278350515463
72440,201301,0.0346070656092285
72440,201503,0.0170253774494057
72440,202103,0.0337394564198687
72328,201503,0.0261011419249592
32904,201302,0.032033426183844
32906,201302,0.0
32630,201803,0.0112359550561797
32630,201302,0.0392561983471074
32521,199604,0.0
32520,199204,0.0358285348688419
32460,201302,0.037940379403794
32021,201302,0.0218818380743982
32090,201803,0.0
32212,199204,0.0373831775700934
32212,199403,0.0172413793103448
32212,199604,0.023391812865497
32212,200105,0.030392156862745
32421,200105,0.0236842105263157
32529,199604,0.0108991825613079
32450,201302,0.0644391408114558
32440,200804,0.0542986425339366
32440,201302,0.0195121951219512
32440,201803,0.0434096290449881
32220,199204,0.0118577075098814
32220,199403,0.0
32220,200105,0.0236842105263157
32901,200105,0.0174418604651162
32956,201302,0.1910828025477707
32956,201803,0.1354462550455972
32031,201803,0.0524475524475524
32610,199403,0.0047169811320754
32610,199604,0.0
32610,200105,0.026275115919629
32610,201803,0.0421052631578947
32110,199204,0.0933333333333333
32110,199403,0.065
32110,199604,0.1148936170212766
32629,200105,0.0205479452054794
32330,199204,0.0148148148148148
32520,199403,0.0021052631578947
32520,199604,0.027027027027027
32321,199604,0.0
32410,199204,0.0172413793103448
32710,199204,0.0
32320,199204,0.0116580310880829
32022,201803,0.1026252983293556
32640,201302,0.0145985401459854
32720,201803,0.0649847094801223
32230,201302,0.0776699029126213
32902,200105,0.0416988416988417
32902,200804,0.0625
32451,201803,0.0508083140877598
32710,199403,0.009009009009009
32710,199604,0.0129573170731707
32710,200105,0.026275115919629
32611,200105,0.0263565891472868
32720,199403,0.0276548672566371
32720,199604,0.0212765957446808
32720,200105,0.0263565891472868
32720,200804,0.0365853658536585
32720,201302,0.0491071428571428
32528,199403,0.0132013201320132
32310,199604,0.0
32213,200105,0.0237467018469656
32061,200804,0.0470588235294117
32061,201302,0.0491071428571428
32051,201803,0.0473933649289099
32111,200105,0.0237467018469656
32951,199403,0.0
32530,201302,0.0244988864142538
32055,201803,0.0166666666666666
32522,200105,0.0263565891472868
87021,200610,0.0
87021,201010,0.0163934426229508
87021,201109,0.0
87042,201810,0.0
87723,200610,0.0392156862745098
87422,200610,0.0
87630,201410,0.0212765957446808
87061,201010,0.0
87110,200610,0.0526315789473684
87110,201010,0.0508474576271186
87110,201109,0.0508474576271186
87110,201410,0.0357142857142857
87110,201810,0.0178571428571428
87901,201410,0.0384615384615384
